Training starts..
/home/menglei/anaconda3/lib/python3.6/site-packages/torch/nn/functional.py:1890: UserWarning: nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.
  warnings.warn("nn.functional.upsample is deprecated. Use nn.functional.interpolate instead.")
Train Epoch: 1 [13550/75750 (18%)] | Loss: 49.4231 | CE_V: 30.6490 | CE_T: 4.2323 | RE_V: 6.1795 | RE_T: 1.8123 | AE: 6.5501 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.46 | Top5_Accuracy_T:0.64 | Time:17.7835 | Total_Time:488.4719
Train Epoch: 1 [14050/75750 (19%)] | Loss: 54.1339 | CE_V: 36.3202 | CE_T: 4.2145 | RE_V: 5.9952 | RE_T: 1.7973 | AE: 5.8068 | Top1_Accuracy_V:0.52 | Top5_Accuracy_V:0.76 | Top1_Accuracy_T:0.44 | Top5_Accuracy_T:0.7 | Time:17.8313 | Total_Time:506.3468
Train Epoch: 1 [14550/75750 (19%)] | Loss: 45.7660 | CE_V: 27.8673 | CE_T: 4.1735 | RE_V: 5.9238 | RE_T: 1.7532 | AE: 6.0482 | Top1_Accuracy_V:0.48 | Top5_Accuracy_V:0.9 | Top1_Accuracy_T:0.48 | Top5_Accuracy_T:0.66 | Time:17.8189 | Total_Time:524.2572
Train Epoch: 1 [15050/75750 (20%)] | Loss: 48.4142 | CE_V: 30.9952 | CE_T: 4.1200 | RE_V: 5.7727 | RE_T: 1.7673 | AE: 5.7590 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.84 | Top1_Accuracy_T:0.52 | Top5_Accuracy_T:0.66 | Time:17.7806 | Total_Time:542.1735
Train Epoch: 1 [15550/75750 (21%)] | Loss: 50.7522 | CE_V: 33.2388 | CE_T: 4.0218 | RE_V: 5.8945 | RE_T: 1.7368 | AE: 5.8604 | Top1_Accuracy_V:0.46 | Top5_Accuracy_V:0.84 | Top1_Accuracy_T:0.56 | Top5_Accuracy_T:0.68 | Time:17.8689 | Total_Time:560.0594
Train Epoch: 1 [16050/75750 (21%)] | Loss: 47.9887 | CE_V: 30.3498 | CE_T: 4.0362 | RE_V: 6.1540 | RE_T: 1.5791 | AE: 5.8696 | Top1_Accuracy_V:0.62 | Top5_Accuracy_V:0.84 | Top1_Accuracy_T:0.56 | Top5_Accuracy_T:0.66 | Time:17.8962 | Total_Time:577.9474
Train Epoch: 1 [16550/75750 (22%)] | Loss: 45.9622 | CE_V: 28.5814 | CE_T: 3.8425 | RE_V: 6.0028 | RE_T: 1.6406 | AE: 5.8949 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.82 | Top1_Accuracy_T:0.7 | Top5_Accuracy_T:0.9 | Time:17.7874 | Total_Time:595.7947
Train Epoch: 1 [17050/75750 (23%)] | Loss: 55.2899 | CE_V: 38.5607 | CE_T: 4.0207 | RE_V: 5.6939 | RE_T: 1.6324 | AE: 5.3822 | Top1_Accuracy_V:0.38 | Top5_Accuracy_V:0.68 | Top1_Accuracy_T:0.56 | Top5_Accuracy_T:0.76 | Time:17.732 | Total_Time:613.6282
Train Epoch: 1 [17550/75750 (23%)] | Loss: 45.4782 | CE_V: 29.0651 | CE_T: 4.0097 | RE_V: 5.1980 | RE_T: 1.4729 | AE: 5.7324 | Top1_Accuracy_V:0.64 | Top5_Accuracy_V:0.86 | Top1_Accuracy_T:0.42 | Top5_Accuracy_T:0.66 | Time:17.8124 | Total_Time:631.4352
Train Epoch: 1 [18050/75750 (24%)] | Loss: 47.9284 | CE_V: 31.2105 | CE_T: 3.9341 | RE_V: 5.5702 | RE_T: 1.5482 | AE: 5.6654 | Top1_Accuracy_V:0.6 | Top5_Accuracy_V:0.84 | Top1_Accuracy_T:0.6 | Top5_Accuracy_T:0.8 | Time:17.6683 | Total_Time:649.2915
Train Epoch: 1 [18550/75750 (24%)] | Loss: 51.5495 | CE_V: 34.7796 | CE_T: 3.8990 | RE_V: 6.0245 | RE_T: 1.4482 | AE: 5.3982 | Top1_Accuracy_V:0.52 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.42 | Top5_Accuracy_T:0.84 | Time:17.6522 | Total_Time:667.109
Train Epoch: 1 [19050/75750 (25%)] | Loss: 44.0570 | CE_V: 27.5767 | CE_T: 3.8949 | RE_V: 5.4976 | RE_T: 1.3569 | AE: 5.7309 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.88 | Top1_Accuracy_T:0.5 | Top5_Accuracy_T:0.64 | Time:17.8036 | Total_Time:685.2593
Train Epoch: 1 [19550/75750 (26%)] | Loss: 43.6742 | CE_V: 27.0880 | CE_T: 3.6799 | RE_V: 5.2937 | RE_T: 1.4378 | AE: 6.1747 | Top1_Accuracy_V:0.64 | Top5_Accuracy_V:0.88 | Top1_Accuracy_T:0.72 | Top5_Accuracy_T:0.86 | Time:17.666 | Total_Time:703.1229
Train Epoch: 1 [20050/75750 (26%)] | Loss: 43.0935 | CE_V: 26.4914 | CE_T: 3.7753 | RE_V: 5.2654 | RE_T: 1.2835 | AE: 6.2779 | Top1_Accuracy_V:0.54 | Top5_Accuracy_V:0.86 | Top1_Accuracy_T:0.58 | Top5_Accuracy_T:0.8 | Time:17.6506 | Total_Time:720.9366
Train Epoch: 1 [20550/75750 (27%)] | Loss: 45.9826 | CE_V: 29.6606 | CE_T: 3.7485 | RE_V: 5.4251 | RE_T: 1.4306 | AE: 5.7178 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.56 | Top5_Accuracy_T:0.86 | Time:17.7951 | Total_Time:738.8144
Train Epoch: 1 [21050/75750 (28%)] | Loss: 45.2743 | CE_V: 28.9306 | CE_T: 3.8553 | RE_V: 5.5150 | RE_T: 1.2800 | AE: 5.6933 | Top1_Accuracy_V:0.58 | Top5_Accuracy_V:0.8 | Top1_Accuracy_T:0.6 | Top5_Accuracy_T:0.8 | Time:17.8313 | Total_Time:756.6408
Train Epoch: 1 [21550/75750 (28%)] | Loss: 49.4792 | CE_V: 32.6594 | CE_T: 3.6935 | RE_V: 5.9026 | RE_T: 1.1854 | AE: 6.0383 | Top1_Accuracy_V:0.5 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.54 | Top5_Accuracy_T:0.76 | Time:17.8497 | Total_Time:774.533
Train Epoch: 1 [22050/75750 (29%)] | Loss: 45.7206 | CE_V: 30.1884 | CE_T: 3.5080 | RE_V: 5.5296 | RE_T: 1.2015 | AE: 5.2931 | Top1_Accuracy_V:0.54 | Top5_Accuracy_V:0.78 | Top1_Accuracy_T:0.72 | Top5_Accuracy_T:0.86 | Time:17.7932 | Total_Time:792.3589
Train Epoch: 1 [22550/75750 (30%)] | Loss: 45.4129 | CE_V: 29.7599 | CE_T: 3.5339 | RE_V: 5.1012 | RE_T: 1.1818 | AE: 5.8361 | Top1_Accuracy_V:0.54 | Top5_Accuracy_V:0.74 | Top1_Accuracy_T:0.68 | Top5_Accuracy_T:0.86 | Time:17.7544 | Total_Time:810.1545
Train Epoch: 1 [23050/75750 (30%)] | Loss: 47.2670 | CE_V: 31.0731 | CE_T: 3.6567 | RE_V: 5.4157 | RE_T: 1.1828 | AE: 5.9386 | Top1_Accuracy_V:0.58 | Top5_Accuracy_V:0.8 | Top1_Accuracy_T:0.6 | Top5_Accuracy_T:0.88 | Time:17.7732 | Total_Time:827.9474
Train Epoch: 1 [23550/75750 (31%)] | Loss: 49.7923 | CE_V: 34.4858 | CE_T: 3.4123 | RE_V: 5.4749 | RE_T: 1.1775 | AE: 5.2418 | Top1_Accuracy_V:0.46 | Top5_Accuracy_V:0.72 | Top1_Accuracy_T:0.64 | Top5_Accuracy_T:0.92 | Time:17.8199 | Total_Time:845.7559
Train Epoch: 1 [24050/75750 (32%)] | Loss: 45.3560 | CE_V: 29.9054 | CE_T: 3.4219 | RE_V: 4.9389 | RE_T: 1.0465 | AE: 6.0434 | Top1_Accuracy_V:0.54 | Top5_Accuracy_V:0.84 | Top1_Accuracy_T:0.64 | Top5_Accuracy_T:0.78 | Time:17.777 | Total_Time:863.5858
Train Epoch: 1 [24550/75750 (32%)] | Loss: 47.0694 | CE_V: 30.8864 | CE_T: 3.6837 | RE_V: 5.4269 | RE_T: 1.0478 | AE: 6.0246 | Top1_Accuracy_V:0.5 | Top5_Accuracy_V:0.72 | Top1_Accuracy_T:0.54 | Top5_Accuracy_T:0.68 | Time:17.8892 | Total_Time:881.4218
Train Epoch: 1 [25050/75750 (33%)] | Loss: 42.0936 | CE_V: 26.1781 | CE_T: 3.4498 | RE_V: 5.7232 | RE_T: 0.9529 | AE: 5.7896 | Top1_Accuracy_V:0.58 | Top5_Accuracy_V:0.88 | Top1_Accuracy_T:0.56 | Top5_Accuracy_T:0.84 | Time:17.8878 | Total_Time:899.2961
Train Epoch: 1 [25550/75750 (34%)] | Loss: 40.0232 | CE_V: 24.3503 | CE_T: 3.4840 | RE_V: 5.2581 | RE_T: 0.9002 | AE: 6.0305 | Top1_Accuracy_V:0.64 | Top5_Accuracy_V:0.88 | Top1_Accuracy_T:0.64 | Top5_Accuracy_T:0.74 | Time:17.7722 | Total_Time:917.1334
Train Epoch: 1 [26050/75750 (34%)] | Loss: 41.3034 | CE_V: 25.7022 | CE_T: 3.4021 | RE_V: 5.3365 | RE_T: 1.0491 | AE: 5.8135 | Top1_Accuracy_V:0.62 | Top5_Accuracy_V:0.8 | Top1_Accuracy_T:0.78 | Top5_Accuracy_T:0.88 | Time:17.8546 | Total_Time:934.9645
Train Epoch: 1 [26550/75750 (35%)] | Loss: 46.0557 | CE_V: 31.1013 | CE_T: 3.3556 | RE_V: 5.1333 | RE_T: 0.9694 | AE: 5.4961 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.82 | Top1_Accuracy_T:0.78 | Top5_Accuracy_T:0.84 | Time:17.8782 | Total_Time:952.795
Train Epoch: 1 [27050/75750 (36%)] | Loss: 43.8672 | CE_V: 29.8167 | CE_T: 3.1084 | RE_V: 4.8302 | RE_T: 0.8733 | AE: 5.2386 | Top1_Accuracy_V:0.56 | Top5_Accuracy_V:0.8 | Top1_Accuracy_T:0.74 | Top5_Accuracy_T:0.92 | Time:17.7422 | Total_Time:970.6376
Train Epoch: 1 [27550/75750 (36%)] | Loss: 40.7043 | CE_V: 25.2869 | CE_T: 3.1758 | RE_V: 5.5550 | RE_T: 0.9186 | AE: 5.7680 | Top1_Accuracy_V:0.62 | Top5_Accuracy_V:0.9 | Top1_Accuracy_T:0.76 | Top5_Accuracy_T:0.94 | Time:17.8154 | Total_Time:988.6159
Train Epoch: 1 [28050/75750 (37%)] | Loss: 43.7086 | CE_V: 28.9108 | CE_T: 3.2607 | RE_V: 5.1732 | RE_T: 0.8745 | AE: 5.4895 | Top1_Accuracy_V:0.54 | Top5_Accuracy_V:0.84 | Top1_Accuracy_T:0.7 | Top5_Accuracy_T:0.88 | Time:17.774 | Total_Time:1006.496
